"gender_c" "age_c" "occupation_c" "population"
"387" "Male" "Older than 23" "Handelsleerlingen" 41
"388" "Male" "12 to 15" "Handelsreizigers" 4
"389" "Male" "16 to 23 years" "Handelsreizigers" 163
"390" "Male" "Older than 23" "Handelsreizigers" 1101
"391" "Female" "Older than 23" "Handelsreizigers" 16
"392" "Male" "12 to 15" "Handschoenmakers" 8
"393" "Male" "16 to 23 years" "Handschoenmakers" 22
"394" "Female" "16 to 23 years" "Handschoenmakers" 4
"395" "Male" "Older than 23" "Handschoenmakers" 63
"396" "Female" "Older than 23" "Handschoenmakers" 22
"397" "Male" "Older than 23" "Haven- en bakenmeesters" 153
"398" "Male" "Older than 23" "Heemraden en verdere ambtenaren bij de waterschappen" 266
"399" "Male" "16 to 23 years" "Heetmaaijers" 1
"400" "Male" "16 to 23 years" "Hengstensnijders" 1
"401" "Male" "Older than 23" "Hengstensnijders" 20
"402" "Female" "Older than 23" "Hengstensnijders" 2
"403" "Male" "10 to 11" "Hennep- en vlasbereiders" 6
"404" "Male" "12 to 15" "Hennep- en vlasbereiders" 184
"405" "Female" "12 to 15" "Hennep- en vlasbereiders" 104
"406" "Male" "16 to 23 years" "Hennep- en vlasbereiders" 577
"407" "Female" "16 to 23 years" "Hennep- en vlasbereiders" 350
"408" "Male" "Older than 23" "Hennep- en vlasbereiders" 2071
"409" "Female" "Older than 23" "Hennep- en vlasbereiders" 1160
"410" "Male" "12 to 15" "Herbergiers-, kasteleins- en koffijhuishouders" 6
"411" "Male" "16 to 23 years" "Herbergiers-, kasteleins- en koffijhuishouders" 104
"412" "Female" "16 to 23 years" "Herbergiers-, kasteleins- en koffijhuishouders" 16
"413" "Male" "Older than 23" "Herbergiers-, kasteleins- en koffijhuishouders" 7379
"414" "Female" "Older than 23" "Herbergiers-, kasteleins- en koffijhuishouders" 2052
"415" "Male" "Younger than 10" "Herders, hengstenhouders en veehoeders" 22
"416" "Male" "10 to 11" "Herders, hengstenhouders en veehoeders" 53
"417" "Female" "10 to 11" "Herders, hengstenhouders en veehoeders" 4
"418" "Male" "12 to 15" "Herders, hengstenhouders en veehoeders" 1020
"419" "Female" "12 to 15" "Herders, hengstenhouders en veehoeders" 25
"420" "Male" "16 to 23 years" "Herders, hengstenhouders en veehoeders" 1137
"421" "Female" "16 to 23 years" "Herders, hengstenhouders en veehoeders" 36
"422" "Male" "Older than 23" "Herders, hengstenhouders en veehoeders" 2526
"423" "Female" "Older than 23" "Herders, hengstenhouders en veehoeders" 76
"424" "Male" "Younger than 10" "Hoeden-, petten- en stroohoedenmakers" 2
"425" "Male" "10 to 11" "Hoeden-, petten- en stroohoedenmakers" 6
"426" "Female" "10 to 11" "Hoeden-, petten- en stroohoedenmakers" 1
"427" "Male" "12 to 15" "Hoeden-, petten- en stroohoedenmakers" 194
"428" "Female" "12 to 15" "Hoeden-, petten- en stroohoedenmakers" 88
"429" "Male" "16 to 23 years" "Hoeden-, petten- en stroohoedenmakers" 515
"430" "Female" "16 to 23 years" "Hoeden-, petten- en stroohoedenmakers" 332
"431" "Male" "Older than 23" "Hoeden-, petten- en stroohoedenmakers" 2269
"432" "Female" "Older than 23" "Hoeden-, petten- en stroohoedenmakers" 684
"433" "Male" "16 to 23 years" "Hoogleeraren aan hoogescholen, seminarien enz." 9
"434" "Male" "Older than 23" "Hoogleeraren aan hoogescholen, seminarien enz." 415
"435" "Male" "12 to 15" "Houtenmatenmakers" 2
"436" "Male" "16 to 23 years" "Houtenmatenmakers" 2
"437" "Male" "Older than 23" "Houtenmatenmakers" 2
"438" "Male" "16 to 23 years" "Houthakkers" 28
"439" "Male" "Older than 23" "Houthakkers" 107
"440" "Male" "16 to 23 years" "Houtvletters" 10
"441" "Male" "Older than 23" "Houtvletters" 128
"442" "Male" "10 to 11" "Houtzaagmolenaars, houtzagers, houtverkoopers" 4
"443" "Male" "12 to 15" "Houtzaagmolenaars, houtzagers, houtverkoopers" 214
"444" "Male" "16 to 23 years" "Houtzaagmolenaars, houtzagers, houtverkoopers" 1069
"445" "Male" "Older than 23" "Houtzaagmolenaars, houtzagers, houtverkoopers" 4831
"446" "Female" "Older than 23" "Houtzaagmolenaars, houtzagers, houtverkoopers" 24
"447" "Male" "Older than 23" "Huisbewaarders" 3
"448" "Female" "Older than 23" "Huisbewaarders" 4
"449" "Female" "16 to 23 years" "Huishoudsters" 10
"450" "Female" "Older than 23" "Huishoudsters" 61
"451" "Male" "Younger than 10" "Huisleerlingen" 1572
"452" "Female" "Younger than 10" "Huisleerlingen" 1896
"453" "Male" "10 to 11" "Huisleerlingen" 432
"454" "Female" "10 to 11" "Huisleerlingen" 720
"455" "Male" "12 to 15" "Huisleerlingen" 945
"456" "Female" "12 to 15" "Huisleerlingen" 1223
"457" "Male" "16 to 23 years" "Huisleerlingen" 605
"458" "Female" "16 to 23 years" "Huisleerlingen" 605
"459" "Male" "Older than 23" "Huisleerlingen" 36
"460" "Female" "Older than 23" "Huisleerlingen" 34
"461" "Female" "12 to 15" "Huisopvoeders" 1
"462" "Male" "16 to 23 years" "Huisopvoeders" 7
"463" "Female" "16 to 23 years" "Huisopvoeders" 15
"464" "Male" "Older than 23" "Huisopvoeders" 4
"465" "Female" "Older than 23" "Huisopvoeders" 48
"466" "Male" "16 to 23 years" "IJkmeesters" 2
"467" "Male" "Older than 23" "IJkmeesters" 54
"468" "Male" "10 to 11" "IJzer- en kagchelverkoopers" 2
"469" "Male" "12 to 15" "IJzer- en kagchelverkoopers" 42
"470" "Male" "16 to 23 years" "IJzer- en kagchelverkoopers" 102
"471" "Male" "Older than 23" "IJzer- en kagchelverkoopers" 497
"472" "Female" "Older than 23" "IJzer- en kagchelverkoopers" 10
"473" "Male" "12 to 15" "IJzer- en koperdraaijers" 10
"474" "Male" "16 to 23 years" "IJzer- en koperdraaijers" 58
"475" "Male" "Older than 23" "IJzer- en koperdraaijers" 164
"476" "Male" "10 to 11" "IJzergieters" 4
"477" "Male" "12 to 15" "IJzergieters" 70
"478" "Male" "16 to 23 years" "IJzergieters" 375
"479" "Male" "Older than 23" "IJzergieters" 1005
"480" "Female" "Older than 23" "IJzergieters" 4
"481" "Male" "12 to 15" "Ingenieurs en verdere ambtenaren van den waterstaat" 2
"482" "Male" "16 to 23 years" "Ingenieurs en verdere ambtenaren van den waterstaat" 34
"483" "Male" "Older than 23" "Ingenieurs en verdere ambtenaren van den waterstaat" 609
"484" "Male" "Older than 23" "Inktfabriekanten" 4
"485" "Male" "Older than 23" "Inleggers van levensbehoeften" 10
"486" "Male" "12 to 15" "Jagers" 2
"487" "Male" "16 to 23 years" "Jagers" 16
"488" "Male" "Older than 23" "Jagers" 305
"489" "Male" "Older than 23" "Jagthagelgieters" 8
"490" "Male" "Younger than 10" "Juweliers, goud- en zilversmeden" 8
"491" "Male" "10 to 11" "Juweliers, goud- en zilversmeden" 60
"492" "Male" "12 to 15" "Juweliers, goud- en zilversmeden" 712
"493" "Female" "12 to 15" "Juweliers, goud- en zilversmeden" 12
"494" "Male" "16 to 23 years" "Juweliers, goud- en zilversmeden" 1469
"495" "Female" "16 to 23 years" "Juweliers, goud- en zilversmeden" 4
"496" "Male" "Older than 23" "Juweliers, goud- en zilversmeden" 3957
"497" "Female" "Older than 23" "Juweliers, goud- en zilversmeden" 56
"498" "Female" "10 to 11" "Kaarders en wolkammers" 6
"499" "Male" "12 to 15" "Kaarders en wolkammers" 6
"500" "Female" "12 to 15" "Kaarders en wolkammers" 2
"501" "Male" "16 to 23 years" "Kaarders en wolkammers" 98
"502" "Female" "16 to 23 years" "Kaarders en wolkammers" 10
"503" "Male" "Older than 23" "Kaarders en wolkammers" 960
"504" "Female" "Older than 23" "Kaarders en wolkammers" 76
"505" "Male" "10 to 11" "Kaarsenmakers (was- en smeer-)" 2
"506" "Male" "12 to 15" "Kaarsenmakers (was- en smeer-)" 26
"507" "Male" "16 to 23 years" "Kaarsenmakers (was- en smeer-)" 84
"508" "Male" "Older than 23" "Kaarsenmakers (was- en smeer-)" 465
"509" "Female" "Older than 23" "Kaarsenmakers (was- en smeer-)" 12
"510" "Male" "Younger than 10" "Kabinet- en schrijnwerkers, kunstdraaijers" 4
"511" "Male" "10 to 11" "Kabinet- en schrijnwerkers, kunstdraaijers" 58
"512" "Male" "12 to 15" "Kabinet- en schrijnwerkers, kunstdraaijers" 1287
"513" "Male" "16 to 23 years" "Kabinet- en schrijnwerkers, kunstdraaijers" 2735
"514" "Male" "Older than 23" "Kabinet- en schrijnwerkers, kunstdraaijers" 7515
"515" "Female" "Older than 23" "Kabinet- en schrijnwerkers, kunstdraaijers" 12
"516" "Male" "12 to 15" "Kadetten, adelborsten" 145
"517" "Male" "16 to 23 years" "Kadetten, adelborsten" 783
"518" "Male" "Older than 23" "Kadetten, adelborsten" 8
"519" "Male" "10 to 11" "Kalkbranders, cement- en trasmakers" 12
"520" "Male" "12 to 15" "Kalkbranders, cement- en trasmakers" 18
"521" "Male" "16 to 23 years" "Kalkbranders, cement- en trasmakers" 52
"522" "Male" "Older than 23" "Kalkbranders, cement- en trasmakers" 359
"523" "Female" "Older than 23" "Kalkbranders, cement- en trasmakers" 16
"524" "Male" "10 to 11" "Kantoor- en winkelbedienden" 28
"525" "Female" "10 to 11" "Kantoor- en winkelbedienden" 2
"526" "Male" "12 to 15" "Kantoor- en winkelbedienden" 1766
"527" "Female" "12 to 15" "Kantoor- en winkelbedienden" 158
"528" "Male" "16 to 23 years" "Kantoor- en winkelbedienden" 6896
"529" "Female" "16 to 23 years" "Kantoor- en winkelbedienden" 991
"530" "Male" "Older than 23" "Kantoor- en winkelbedienden" 11468
"531" "Female" "Older than 23" "Kantoor- en winkelbedienden" 1898
"532" "Male" "12 to 15" "Katoendrukkers" 10
"533" "Male" "16 to 23 years" "Katoendrukkers" 39
"534" "Male" "Older than 23" "Katoendrukkers" 120
"535" "Male" "12 to 15" "Kleederen- en gemaaktgoedverkoopers" 6
"536" "Male" "16 to 23 years" "Kleederen- en gemaaktgoedverkoopers" 32
"537" "Female" "16 to 23 years" "Kleederen- en gemaaktgoedverkoopers" 10
"538" "Male" "Older than 23" "Kleederen- en gemaaktgoedverkoopers" 564
"539" "Female" "Older than 23" "Kleederen- en gemaaktgoedverkoopers" 94
"540" "Male" "Younger than 10" "Kleedermakers" 16
"541" "Male" "10 to 11" "Kleedermakers" 188
"542" "Male" "12 to 15" "Kleedermakers" 3180
"543" "Female" "12 to 15" "Kleedermakers" 2
"544" "Male" "16 to 23 years" "Kleedermakers" 7201
"545" "Female" "16 to 23 years" "Kleedermakers" 19
"546" "Male" "Older than 23" "Kleedermakers" 32166
"547" "Female" "Older than 23" "Kleedermakers" 80
"548" "Male" "12 to 15" "Kleinhandelaren en winkeliers" 125
"549" "Female" "12 to 15" "Kleinhandelaren en winkeliers" 26
"550" "Male" "16 to 23 years" "Kleinhandelaren en winkeliers" 741
"551" "Female" "16 to 23 years" "Kleinhandelaren en winkeliers" 353
"552" "Male" "Older than 23" "Kleinhandelaren en winkeliers" 25712
"553" "Female" "Older than 23" "Kleinhandelaren en winkeliers" 19314
"554" "Male" "10 to 11" "Klerken en schrijvers" 4
"555" "Male" "12 to 15" "Klerken en schrijvers" 336
"556" "Male" "16 to 23 years" "Klerken en schrijvers" 1432
"557" "Male" "Older than 23" "Klerken en schrijvers" 2876
"558" "Male" "Older than 23" "Klokkenisten" 2
"559" "Female" "Older than 23" "Klokkenisten" 2
"560" "Male" "Younger than 10" "Klompenmakers" 2
"561" "Female" "Younger than 10" "Klompenmakers" 6
"562" "Male" "10 to 11" "Klompenmakers" 8
"563" "Male" "12 to 15" "Klompenmakers" 238
"564" "Female" "12 to 15" "Klompenmakers" 2
"565" "Male" "16 to 23 years" "Klompenmakers" 1296
"566" "Female" "16 to 23 years" "Klompenmakers" 2
"567" "Male" "Older than 23" "Klompenmakers" 8997
"568" "Female" "Older than 23" "Klompenmakers" 22
"569" "Male" "12 to 15" "Knoopenmakers" 14
"570" "Male" "16 to 23 years" "Knoopenmakers" 44
"571" "Male" "Older than 23" "Knoopenmakers" 372
"572" "Female" "Older than 23" "Knoopenmakers" 28
"573" "Male" "16 to 23 years" "Kolenbranders" 4
"574" "Male" "Older than 23" "Kolenbranders" 29
"575" "Male" "16 to 23 years" "Koninklijk huis (personen verbonden aan het)" 8
"576" "Female" "16 to 23 years" "Koninklijk huis (personen verbonden aan het)" 2
"577" "Male" "Older than 23" "Koninklijk huis (personen verbonden aan het)" 234
"578" "Female" "Older than 23" "Koninklijk huis (personen verbonden aan het)" 60
"579" "Male" "10 to 11" "Kooplieden in manufakturen" 1
"580" "Male" "12 to 15" "Kooplieden in manufakturen" 2
"581" "Female" "12 to 15" "Kooplieden in manufakturen" 2
"582" "Male" "16 to 23 years" "Kooplieden in manufakturen" 98
"583" "Female" "16 to 23 years" "Kooplieden in manufakturen" 38
"584" "Male" "Older than 23" "Kooplieden in manufakturen" 1201
"585" "Female" "Older than 23" "Kooplieden in manufakturen" 235
"586" "Male" "10 to 11" "Kooplieden van verschillenden aard" 8
"587" "Female" "10 to 11" "Kooplieden van verschillenden aard" 3
"588" "Male" "12 to 15" "Kooplieden van verschillenden aard" 215
"589" "Female" "12 to 15" "Kooplieden van verschillenden aard" 44
"590" "Male" "16 to 23 years" "Kooplieden van verschillenden aard" 2198
"591" "Female" "16 to 23 years" "Kooplieden van verschillenden aard" 379
"592" "Male" "Older than 23" "Kooplieden van verschillenden aard" 26738
"593" "Female" "Older than 23" "Kooplieden van verschillenden aard" 4558
"594" "Male" "12 to 15" "Koordslagers knechts" 14
"595" "Female" "12 to 15" "Koordslagers knechts" 2
"596" "Male" "16 to 23 years" "Koordslagers knechts" 6
"597" "Female" "16 to 23 years" "Koordslagers knechts" 8
"598" "Male" "Older than 23" "Koordslagers knechts" 4
"599" "Female" "Older than 23" "Koordslagers knechts" 6
"600" "Male" "Older than 23" "Koordslagers meesters" 2
"601" "Male" "10 to 11" "Koorn- en pelmolenaars" 6
"602" "Male" "12 to 15" "Koorn- en pelmolenaars" 356
"603" "Male" "16 to 23 years" "Koorn- en pelmolenaars" 1812
"604" "Female" "16 to 23 years" "Koorn- en pelmolenaars" 4
"605" "Male" "Older than 23" "Koorn- en pelmolenaars" 8513
"606" "Female" "Older than 23" "Koorn- en pelmolenaars" 132
"607" "Male" "16 to 23 years" "Koornverschieters" 11
"608" "Female" "16 to 23 years" "Koornverschieters" 2
"609" "Male" "Older than 23" "Koornverschieters" 98
"610" "Female" "Older than 23" "Koornverschieters" 6
"611" "Male" "Younger than 10" "Koper- en blikslagers, draadvlechters" 4
"612" "Male" "10 to 11" "Koper- en blikslagers, draadvlechters" 74
"613" "Male" "12 to 15" "Koper- en blikslagers, draadvlechters" 831
"614" "Male" "16 to 23 years" "Koper- en blikslagers, draadvlechters" 1540
"615" "Male" "Older than 23" "Koper- en blikslagers, draadvlechters" 4980
"616" "Female" "Older than 23" "Koper- en blikslagers, draadvlechters" 28
"617" "Male" "10 to 11" "Koper- en geelgieters" 4
"618" "Male" "12 to 15" "Koper- en geelgieters" 86
"619" "Male" "16 to 23 years" "Koper- en geelgieters" 179
"620" "Male" "Older than 23" "Koper- en geelgieters" 512
"621" "Female" "Older than 23" "Koper- en geelgieters" 6
"622" "Male" "16 to 23 years" "Kostschoolhouders" 16
"623" "Female" "16 to 23 years" "Kostschoolhouders" 37
"624" "Male" "Older than 23" "Kostschoolhouders" 379
"625" "Female" "Older than 23" "Kostschoolhouders" 218
"626" "Male" "Older than 23" "Kousenfabriekanten" 14
"627" "Female" "Older than 23" "Kousenfabriekanten" 2
"628" "Male" "10 to 11" "Kramers" 2
"629" "Male" "12 to 15" "Kramers" 129
"630" "Female" "12 to 15" "Kramers" 46
"631" "Male" "16 to 23 years" "Kramers" 500
"632" "Female" "16 to 23 years" "Kramers" 197
"633" "Male" "Older than 23" "Kramers" 2325
"634" "Female" "Older than 23" "Kramers" 1957
"635" "Male" "12 to 15" "Krammers" 2
"636" "Male" "16 to 23 years" "Krammers" 3
"637" "Male" "Older than 23" "Krammers" 18
"638" "Female" "Older than 23" "Krammers" 7
"639" "Male" "10 to 11" "Krib- en dijkwerkers, heibazen" 2
"640" "Male" "12 to 15" "Krib- en dijkwerkers, heibazen" 66
"641" "Male" "16 to 23 years" "Krib- en dijkwerkers, heibazen" 236
"642" "Female" "16 to 23 years" "Krib- en dijkwerkers, heibazen" 2
"643" "Male" "Older than 23" "Krib- en dijkwerkers, heibazen" 1084
"644" "Male" "12 to 15" "Krijgslieden beneden den rang van tweeden luitenant" 160
"645" "Male" "16 to 23 years" "Krijgslieden beneden den rang van tweeden luitenant" 17470
"646" "Male" "Older than 23" "Krijgslieden beneden den rang van tweeden luitenant" 20878
"647" "Male" "16 to 23 years" "Krijgslieden van en boven den rang van tweeden luitenant" 195
"648" "Male" "Older than 23" "Krijgslieden van en boven den rang van tweeden luitenant" 3106
"649" "Male" "12 to 15" "Kroeghouders, tappers" 12
"650" "Female" "12 to 15" "Kroeghouders, tappers" 6
"651" "Male" "16 to 23 years" "Kroeghouders, tappers" 278
"652" "Female" "16 to 23 years" "Kroeghouders, tappers" 38
"653" "Male" "Older than 23" "Kroeghouders, tappers" 6913
"654" "Female" "Older than 23" "Kroeghouders, tappers" 3881
"655" "Male" "Older than 23" "Kruidenzoekers" 6
"656" "Male" "12 to 15" "Kruidfabriekanten en vuurwerkmakers" 2
"657" "Male" "16 to 23 years" "Kruidfabriekanten en vuurwerkmakers" 20
"658" "Male" "Older than 23" "Kruidfabriekanten en vuurwerkmakers" 53
"659" "Male" "10 to 11" "Kruijers en sjouwers" 16
"660" "Male" "12 to 15" "Kruijers en sjouwers" 453
"661" "Male" "16 to 23 years" "Kruijers en sjouwers" 2382
"662" "Female" "16 to 23 years" "Kruijers en sjouwers" 4
"663" "Male" "Older than 23" "Kruijers en sjouwers" 21037
"664" "Female" "Older than 23" "Kruijers en sjouwers" 78
"665" "Male" "Younger than 10" "Kuipers en hoepelmakers" 2
"666" "Male" "10 to 11" "Kuipers en hoepelmakers" 48
"667" "Male" "12 to 15" "Kuipers en hoepelmakers" 1072
"668" "Male" "16 to 23 years" "Kuipers en hoepelmakers" 2458
"669" "Male" "Older than 23" "Kuipers en hoepelmakers" 8590
"670" "Female" "Older than 23" "Kuipers en hoepelmakers" 108
"671" "Male" "10 to 11" "Kunstenaars en goochelaars" 2
"672" "Male" "12 to 15" "Kunstenaars en goochelaars" 19
"673" "Female" "12 to 15" "Kunstenaars en goochelaars" 2
"674" "Male" "16 to 23 years" "Kunstenaars en goochelaars" 32
"675" "Male" "Older than 23" "Kunstenaars en goochelaars" 77
"676" "Female" "Older than 23" "Kunstenaars en goochelaars" 9
"677" "Male" "16 to 23 years" "Kunstkoopers" 4
"678" "Male" "Older than 23" "Kunstkoopers" 43
"679" "Male" "10 to 11" "Kunstlakkers" 6
"680" "Male" "12 to 15" "Kunstlakkers" 42
"681" "Male" "16 to 23 years" "Kunstlakkers" 77
"682" "Male" "Older than 23" "Kunstlakkers" 206
"683" "Male" "Younger than 10" "Kunstoefenaren muziekanten, muziekmeesters" 1
"684" "Male" "10 to 11" "Kunstoefenaren muziekanten, muziekmeesters" 2
"685" "Female" "10 to 11" "Kunstoefenaren muziekanten, muziekmeesters" 1
"686" "Male" "12 to 15" "Kunstoefenaren muziekanten, muziekmeesters" 45
"687" "Male" "16 to 23 years" "Kunstoefenaren muziekanten, muziekmeesters" 260
"688" "Female" "16 to 23 years" "Kunstoefenaren muziekanten, muziekmeesters" 10
"689" "Male" "Older than 23" "Kunstoefenaren muziekanten, muziekmeesters" 2019
"690" "Female" "Older than 23" "Kunstoefenaren muziekanten, muziekmeesters" 47
"691" "Male" "12 to 15" "Kunstoefenaren schilders" 28
"692" "Male" "16 to 23 years" "Kunstoefenaren schilders" 101
"693" "Male" "Older than 23" "Kunstoefenaren schilders" 749
"694" "Female" "Older than 23" "Kunstoefenaren schilders" 10
"695" "Male" "10 to 11" "Kunstoefenaren teekenaars, teekenmeesters, decorateurs" 4
"696" "Male" "12 to 15" "Kunstoefenaren teekenaars, teekenmeesters, decorateurs" 6
"697" "Male" "16 to 23 years" "Kunstoefenaren teekenaars, teekenmeesters, decorateurs" 71
"698" "Male" "Older than 23" "Kunstoefenaren teekenaars, teekenmeesters, decorateurs" 549
"699" "Female" "Older than 23" "Kunstoefenaren teekenaars, teekenmeesters, decorateurs" 2
"700" "Male" "Younger than 10" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 1
"701" "Female" "Younger than 10" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 3
"702" "Male" "10 to 11" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 4
"703" "Male" "12 to 15" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 9
"704" "Female" "12 to 15" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 2
"705" "Male" "16 to 23 years" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 39
"706" "Female" "16 to 23 years" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 37
"707" "Male" "Older than 23" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 426
"708" "Female" "Older than 23" "Kunstoefenaren tooneelspelers, dansmeesters en zangers" 146
"709" "Male" "12 to 15" "Kunstwerkers" 14
"710" "Male" "16 to 23 years" "Kunstwerkers" 16
"711" "Male" "Older than 23" "Kunstwerkers" 110
"712" "Female" "Older than 23" "Kunstwerkers" 10
"713" "Male" "12 to 15" "Kurkensnijders" 44
"714" "Male" "16 to 23 years" "Kurkensnijders" 88
"715" "Male" "Older than 23" "Kurkensnijders" 160
"716" "Female" "Older than 23" "Kurkensnijders" 2
"717" "Male" "Older than 23" "Kustlichtwachters" 9
"718" "Male" "16 to 23 years" "Kweekelingen aan 's Rijks hospitaal" 146
"719" "Male" "Older than 23" "Kweekelingen aan 's Rijks hospitaal" 6
"720" "Male" "16 to 23 years" "Kweekelingen aan 's Rijks veeartsenijschool" 42
"721" "Male" "Younger than 10" "Kweekelingen voor 't lager onderwijs" 2
"722" "Male" "10 to 11" "Kweekelingen voor 't lager onderwijs" 22
"723" "Female" "10 to 11" "Kweekelingen voor 't lager onderwijs" 2
"724" "Male" "12 to 15" "Kweekelingen voor 't lager onderwijs" 808
"725" "Female" "12 to 15" "Kweekelingen voor 't lager onderwijs" 57
"726" "Male" "16 to 23 years" "Kweekelingen voor 't lager onderwijs" 208
"727" "Female" "16 to 23 years" "Kweekelingen voor 't lager onderwijs" 26
"728" "Male" "Older than 23" "Kweekelingen voor 't lager onderwijs" 4
"729" "Male" "12 to 15" "Landbouw- en landhuishoudkundige scholen (leerlingen aan)" 1
"730" "Male" "16 to 23 years" "Landbouw- en landhuishoudkundige scholen (leerlingen aan)" 25
"731" "Male" "Older than 23" "Landbouw- en landhuishoudkundige scholen (leerlingen aan)" 10
"732" "Male" "Younger than 10" "Landbouwers" 196
"733" "Female" "Younger than 10" "Landbouwers" 150
"734" "Male" "10 to 11" "Landbouwers" 704
"735" "Female" "10 to 11" "Landbouwers" 354
"736" "Male" "12 to 15" "Landbouwers" 14394
"737" "Female" "12 to 15" "Landbouwers" 3457
"738" "Male" "16 to 23 years" "Landbouwers" 56195
"739" "Female" "16 to 23 years" "Landbouwers" 11225
"740" "Male" "Older than 23" "Landbouwers" 271868
"741" "Female" "Older than 23" "Landbouwers" 50810
"742" "Male" "Older than 23" "Landhuishoudkundigen" 2
"743" "Male" "12 to 15" "Landmeters" 10
"744" "Male" "16 to 23 years" "Landmeters" 47
"745" "Male" "Older than 23" "Landmeters" 216
"746" "Male" "16 to 23 years" "Lantaarnopstekers" 2
"747" "Male" "Older than 23" "Lantaarnopstekers" 72
"748" "Female" "Older than 23" "Lantaarnopstekers" 4
"749" "Male" "Older than 23" "Lavementzetters" 4
"750" "Female" "Older than 23" "Lavementzetters" 8
"751" "Male" "10 to 11" "Lederbereiders en looijers" 6
"752" "Male" "12 to 15" "Lederbereiders en looijers" 124
"753" "Male" "16 to 23 years" "Lederbereiders en looijers" 703
"754" "Female" "16 to 23 years" "Lederbereiders en looijers" 10
"755" "Male" "Older than 23" "Lederbereiders en looijers" 3603
"756" "Female" "Older than 23" "Lederbereiders en looijers" 70
"757" "Male" "12 to 15" "Leestenmakers" 6
"758" "Male" "16 to 23 years" "Leestenmakers" 16
"759" "Male" "Older than 23" "Leestenmakers" 20
"760" "Male" "12 to 15" "Lettergieters" 36
"761" "Male" "16 to 23 years" "Lettergieters" 104
"762" "Male" "Older than 23" "Lettergieters" 275
"763" "Male" "12 to 15" "Liefdadige gestichten dienstdoend personeel in" 4
"764" "Female" "12 to 15" "Liefdadige gestichten dienstdoend personeel in" 4
"765" "Male" "16 to 23 years" "Liefdadige gestichten dienstdoend personeel in" 36
"766" "Female" "16 to 23 years" "Liefdadige gestichten dienstdoend personeel in" 113
"767" "Male" "Older than 23" "Liefdadige gestichten dienstdoend personeel in" 903
"768" "Female" "Older than 23" "Liefdadige gestichten dienstdoend personeel in" 908
"769" "Male" "16 to 23 years" "Liefdadige gestichten hoofden in" 1
"770" "Female" "16 to 23 years" "Liefdadige gestichten hoofden in" 2
"771" "Male" "Older than 23" "Liefdadige gestichten hoofden in" 413
"772" "Female" "Older than 23" "Liefdadige gestichten hoofden in" 370
"773" "Male" "16 to 23 years" "Lijmzieders" 6
"774" "Male" "Older than 23" "Lijmzieders" 32
"775" "Male" "Older than 23" "Lijnmeelfabriekanten" 4
"776" "Male" "12 to 15" "Likdoornsnijders" 2
"777" "Male" "Older than 23" "Likdoornsnijders" 2
"778" "Male" "12 to 15" "Linieerders" 2
"779" "Male" "16 to 23 years" "Linieerders" 2
"780" "Male" "Older than 23" "Linieerders" 32
"781" "Male" "12 to 15" "Lintwerkers" 30
"782" "Male" "16 to 23 years" "Lintwerkers" 18
"783" "Male" "Older than 23" "Lintwerkers" 50
"784" "Male" "10 to 11" "Loodgieters en pompenmakers" 4
"785" "Male" "12 to 15" "Loodgieters en pompenmakers" 145
"786" "Male" "16 to 23 years" "Loodgieters en pompenmakers" 448
"787" "Male" "Older than 23" "Loodgieters en pompenmakers" 1646
"788" "Female" "Older than 23" "Loodgieters en pompenmakers" 8
"789" "Male" "12 to 15" "Loodswezen (personen bij het)" 8
"790" "Male" "16 to 23 years" "Loodswezen (personen bij het)" 18
"791" "Male" "Older than 23" "Loodswezen (personen bij het)" 270
"792" "Male" "Older than 23" "Loodwitmakers" 70
"793" "Male" "Older than 23" "Loogstokers" 7
"794" "Male" "Older than 23" "Magazijnmeesters" 86
"795" "Male" "16 to 23 years" "Makelaars en kargadoors" 37
"796" "Male" "Older than 23" "Makelaars en kargadoors" 1584
"797" "Male" "10 to 11" "Mandenmakers" 22
"798" "Male" "12 to 15" "Mandenmakers" 304
"799" "Female" "12 to 15" "Mandenmakers" 10
"800" "Male" "16 to 23 years" "Mandenmakers" 562
"801" "Female" "16 to 23 years" "Mandenmakers" 8
"802" "Male" "Older than 23" "Mandenmakers" 2740
"803" "Female" "Older than 23" "Mandenmakers" 36
"804" "Female" "Older than 23" "Mangelvrouwen" 8
"805" "Male" "16 to 23 years" "Manufakturen fabriekanten" 80
"806" "Female" "16 to 23 years" "Manufakturen fabriekanten" 6
"807" "Male" "Older than 23" "Manufakturen fabriekanten" 1284
"808" "Female" "Older than 23" "Manufakturen fabriekanten" 82
"809" "Male" "Younger than 10" "Manufakturen werklieden" 46
"810" "Female" "Younger than 10" "Manufakturen werklieden" 4
"811" "Male" "10 to 11" "Manufakturen werklieden" 128
"812" "Female" "10 to 11" "Manufakturen werklieden" 22
"813" "Male" "12 to 15" "Manufakturen werklieden" 674
"814" "Female" "12 to 15" "Manufakturen werklieden" 130
